,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,33,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,34,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,35,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,36,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,37,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,40,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,38,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,39,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,41,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,44,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,42,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,43,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,,,,IUKU0002,,,,,,45,,,,Color,Gris,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,48,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,46,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,47,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,32,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,30,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con marco de metal transparente magsafe - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,31,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gold, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-8.jpeg,,,IUKU0004,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda con soporte de anillo magsafe mate - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Azul, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,25,,,,Color,Azul,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Azul, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,26,,,,Color,Azul,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Azul, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,27,,,,Color,Azul,,0,Modelo,iPhone 13 Pro,,0,,
