ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
2075,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,42,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
2076,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,43,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
2077,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,44,,Color,Gris,,0,Modelo,iPhone 15 Plus,,0
2078,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,45,,Color,Gris,,0,Modelo,iPhone 16,,0
2079,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,46,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
2080,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,47,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
2081,variation,,,"Funda con marco de metal transparente magsafe - Gris, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0002,,,,,,48,,Color,Gris,,0,Modelo,iPhone 16 Plus,,0
2083,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,1,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2084,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,2,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2085,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,3,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2086,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,4,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2087,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,5,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2088,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,6,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2089,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,7,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2090,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,8,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2091,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,9,,Color,Negro,,0,Modelo,iPhone 15,,0
2092,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,10,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2093,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,11,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2094,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,12,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2095,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,13,,Color,Negro,,0,Modelo,iPhone 16,,0
2096,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,14,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2097,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,15,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2098,variation,,,"Funda mate translúcida MagSafe - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,16,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2099,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,17,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
2100,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,18,,Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0
2101,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,19,,Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0
2102,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,20,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
2103,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,21,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
2104,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,22,,Color,Gris,,0,Modelo,iPhone 16,,0
2105,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,23,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
2106,variation,,,"Funda mate translúcida MagSafe - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,24,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
2107,variation,,,"Funda mate translúcida MagSafe - Azul, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,25,,Color,Azul,,0,Modelo,iPhone 12 / 12 Pro,,0
2108,variation,,,"Funda mate translúcida MagSafe - Azul, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,26,,Color,Azul,,0,Modelo,iPhone 12 Pro Max,,0
2109,variation,,,"Funda mate translúcida MagSafe - Azul, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,27,,Color,Azul,,0,Modelo,iPhone 13 Pro,,0
2110,variation,,,"Funda mate translúcida MagSafe - Azul, iPhone 16",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,28,,Color,Azul,,0,Modelo,iPhone 16,,0
2111,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,29,,Color,Rosa,,0,Modelo,iPhone 12 / 12 Pro,,0
2112,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,30,,Color,Rosa,,0,Modelo,iPhone 13 / 14,,0
2113,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,31,,Color,Rosa,,0,Modelo,iPhone 14 Plus,,0
2114,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,32,,Color,Rosa,,0,Modelo,iPhone 15,,0
2115,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,33,,Color,Rosa,,0,Modelo,iPhone 15 Plus,,0
2116,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 16",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,34,,Color,Rosa,,0,Modelo,iPhone 16,,0
2117,variation,,,"Funda mate translúcida MagSafe - Rosa, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,219,279,,,,,,,IUKU0003,,,,,,35,,Color,Rosa,,0,Modelo,iPhone 16 Plus,,0
2119,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,, ,,,IUKU0004,,,,,,1,,Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0
2120,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,2,,Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0
2121,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,3,,Color,Negro,,0,Modelo,iPhone 13 / 14,,0
2122,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,4,,Color,Negro,,0,Modelo,iPhone 13 Pro,,0
2123,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,5,,Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0
2124,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,6,,Color,Negro,,0,Modelo,iPhone 14 Pro,,0
2125,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,7,,Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0
2126,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,8,,Color,Negro,,0,Modelo,iPhone 14 Plus,,0
2127,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,9,,Color,Negro,,0,Modelo,iPhone 15,,0
2128,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,10,,Color,Negro,,0,Modelo,iPhone 15 Pro,,0
2129,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,11,,Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0
2130,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,12,,Color,Negro,,0,Modelo,iPhone 15 Plus,,0
2131,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,13,,Color,Negro,,0,Modelo,iPhone 16,,0
2132,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,14,,Color,Negro,,0,Modelo,iPhone 16 Pro,,0
2133,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,15,,Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0
2134,variation,,,"Funda con soporte de anillo MagSafe mate - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,16,,Color,Negro,,0,Modelo,iPhone 16 Plus,,0
2135,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,17,,Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0
2136,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,18,,Color,Gris,,0,Modelo,iPhone 13 Pro,,0
2137,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,19,,Color,Gris,,0,Modelo,iPhone 15 Pro,,0
2138,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,20,,Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0
2139,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,21,,Color,Gris,,0,Modelo,iPhone 16,,0
2140,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,22,,Color,Gris,,0,Modelo,iPhone 16 Pro,,0
2141,variation,,,"Funda con soporte de anillo MagSafe mate - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,23,,Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0
2142,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,24,,Color,Gold,,0,Modelo,iPhone 14 Pro,,0
2143,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,25,,Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0
2144,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,26,,Color,Gold,,0,Modelo,iPhone 15 Pro,,0
2145,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,27,,Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0
2146,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,28,,Color,Gold,,0,Modelo,iPhone 16 Pro,,0
2147,variation,,,"Funda con soporte de anillo MagSafe mate - Gold, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,299,,,,,,,IUKU0004,,,,,,29,,Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0
2149,variation,,,Mica de cristal templado acabado mate - iPhone 12,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,1,,Modelo,iPhone 12,,0,,,,
2150,variation,,,Mica de cristal templado acabado mate - iPhone 12 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,2,,Modelo,iPhone 12 Pro,,0,,,,
2151,variation,,,Mica de cristal templado acabado mate - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,3,,Modelo,iPhone 12 Pro Max,,0,,,,
2152,variation,,,Mica de cristal templado acabado mate - iPhone 13,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,4,,Modelo,iPhone 13,,0,,,,
2153,variation,,,Mica de cristal templado acabado mate - iPhone 13 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,5,,Modelo,iPhone 13 Pro,,0,,,,
2154,variation,,,Mica de cristal templado acabado mate - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,6,,Modelo,iPhone 13 Pro Max,,0,,,,
2155,variation,,,Mica de cristal templado acabado mate - iPhone 14,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,7,,Modelo,iPhone 14,,0,,,,
2156,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,8,,Modelo,iPhone 14 Pro,,0,,,,
2157,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,9,,Modelo,iPhone 14 Pro Max,,0,,,,
2158,variation,,,Mica de cristal templado acabado mate - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,10,,Modelo,iPhone 14 Plus,,0,,,,
2159,variation,,,Mica de cristal templado acabado mate - iPhone 15,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,11,,Modelo,iPhone 15,,0,,,,
2160,variation,,,Mica de cristal templado acabado mate - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,12,,Modelo,iPhone 15 Pro,,0,,,,
2161,variation,,,Mica de cristal templado acabado mate - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,0,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,13,,Modelo,iPhone 15 Pro Max,,0,,,,
2162,variation,,,Mica de cristal templado acabado mate - iPhone 15 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,14,,Modelo,iPhone 15 Plus,,0,,,,
2163,variation,,,Mica de cristal templado acabado mate - iPhone 16,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,15,,Modelo,iPhone 16,,0,,,,
2164,variation,,,Mica de cristal templado acabado mate - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,16,,Modelo,iPhone 16 Pro,,0,,,,
2165,variation,,,Mica de cristal templado acabado mate - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,17,,Modelo,iPhone 16 Pro Max,,0,,,,
2166,variation,,,Mica de cristal templado acabado mate - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,18,,Modelo,iPhone 16 Plus,,0,,,,
2168,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,1,,Modelo,iPhone 12,,0,,,,
2169,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,2,,Modelo,iPhone 12 Pro,,0,,,,
2170,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,3,,Modelo,iPhone 12 Pro Max,,0,,,,
2171,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,4,,Modelo,iPhone 13,,0,,,,
2172,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,5,,Modelo,iPhone 13 Pro,,0,,,,
2173,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,6,,Modelo,iPhone 13 Pro Max,,0,,,,
2174,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,7,,Modelo,iPhone 14,,0,,,,
2175,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,8,,Modelo,iPhone 14 Pro,,0,,,,
2176,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,9,,Modelo,iPhone 14 Pro Max,,0,,,,
2177,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,10,,Modelo,iPhone 14 Plus,,0,,,,
2178,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,11,,Modelo,iPhone 15,,0,,,,
2179,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,12,,Modelo,iPhone 15 Pro,,0,,,,
2180,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,13,,Modelo,iPhone 15 Pro Max,,0,,,,
2181,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 15 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,14,,Modelo,iPhone 15 Plus,,0,,,,
2182,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,15,,Modelo,iPhone 16,,0,,,,
2183,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,16,,Modelo,iPhone 16 Pro,,0,,,,
2184,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,17,,Modelo,iPhone 16 Pro Max,,0,,,,
2185,variation,,,Mica de cristal templado con filtro de privacidad - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,149,199,,,,,,,IUKU0006,,,,,,18,,Modelo,iPhone 16 Plus,,0,,,,
2187,variation,,,Mica de cristal templado 9D transparente - iPhone 12,1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,,,,IUKU0007,,,,,,1,,Modelo,iPhone 12,,0,,,,
