ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
4493,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15,,0,,
4494,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-29.jpeg,,,IUKU0002,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Plus,,0,,
4495,variation,,,"Funda Transparente con Módulo de Metal -Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro,,0,,
4496,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0,,
4497,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16,,0,,
4498,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-2.jpeg,,,IUKU0002,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Plus,,0,,
4499,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro,,0,,
4500,variation,,,"Funda Transparente con Módulo de Metal - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-7.jpeg,,,IUKU0002,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0,,
4501,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,33,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
4502,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,34,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0,,
4503,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,35,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 / 14,,0,,
4504,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,36,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
4505,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,37,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro Max,,0,,
4506,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,40,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Plus,,0,,
4507,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,38,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro,,0,,
4508,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,39,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0,,
4509,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 15",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,41,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15,,0,,
4510,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,44,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Plus,,0,,
4511,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,42,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
4512,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,43,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
4513,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,399,,,,,,,IUKU0002,,,,,,45,,,,Color,Gris,,0,Modelo,iPhone 16,,0,,
4514,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,48,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Plus,,0,,
4515,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,46,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
4516,variation,,,"Funda Transparente con Módulo de Metal - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-13.jpeg,,,IUKU0002,,,,,,47,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
4517,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
4518,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
4519,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
4520,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
4521,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
4522,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
4523,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
4524,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-16.jpeg,,,IUKU0002,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
4525,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
4526,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
4527,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
4528,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
4529,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
4530,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-5.jpeg,,,IUKU0002,,,,,,32,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
4531,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,30,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
4532,variation,,,"Funda Transparente con Módulo de Metal - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Marco-de-metal-10.jpeg,,,IUKU0002,,,,,,31,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
4533,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro,,0,,
4534,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 14 Pro Max,,0,,
4535,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro,,0,,
4536,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 15 Pro Max,,0,,
4537,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro,,0,,
4538,variation,,,"Funda con Soporte de Anillo - Gold, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-13.jpeg,,,IUKU0004,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gold,,0,Modelo,iPhone 16 Pro Max,,0,,
4539,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
4540,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 13 Pro,,0,,
4541,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
4542,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
4543,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-8.jpeg,,,IUKU0004,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16,,0,,
4544,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
4545,variation,,,"Funda con Soporte de Anillo - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-16.jpeg,,,IUKU0004,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
4546,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
4547,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
4548,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
4549,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
4550,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
4551,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
4552,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
4553,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
4554,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
4555,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
4556,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
4557,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
4558,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
4559,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-2.jpeg,,,IUKU0004,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
4560,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
4561,variation,,,"Funda con Soporte de Anillo - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,249,349,,,,https://iuku.store/wp-content/uploads/2025/03/Anillo-desplegable-21.jpeg,,,IUKU0004,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
4562,variation,,,"Funda Mate Traslúcida - Azul, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,25,,,,Color,Azul,,0,Modelo,iPhone 12 / 12 Pro,,0,,
4563,variation,,,"Funda Mate Traslúcida - Azul, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,26,,,,Color,Azul,,0,Modelo,iPhone 12 Pro Max,,0,,
4564,variation,,,"Funda Mate Traslúcida - Azul, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,,,,IUKU0003,,,,,,27,,,,Color,Azul,,0,Modelo,iPhone 13 Pro,,0,,
